cluster,source_entity,source_field,evidence_status,declared_type,declared_not_null,inline_primary_key,inline_unique,ddl_receipt,annotation_receipt,proposed_contract_field,proposed_type,handling,target_status
finance,transfer_candidate,tc_id,declared,primaryKey(),False,True,False,console/migrations/m170227_122635_company_transfer.php:32,common/models/TransferCandidate.php:13,finance.TransferCandidate.tc_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_candidate,tc_updated_at,declared,datetime(),True,False,False,console/migrations/m170227_122635_company_transfer.php:32,common/models/TransferCandidate.php:41,finance.TransferCandidate.tc_updated_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_candidate,transfer_benef_iban,declared,char(50),False,False,False,console/migrations/m200721_082533_candidate_bank.php:33,common/models/TransferCandidate.php:26,finance.TransferCandidate.transfer_benef_iban,SensitiveText,replace; never copy free text or destination; no identity joins,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_candidate,transfer_benef_name,declared,char(60),False,False,False,console/migrations/m200721_082533_candidate_bank.php:27,common/models/TransferCandidate.php:25,finance.TransferCandidate.transfer_benef_name,SensitiveText,replace; never copy free text or destination; no identity joins,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_candidate,transfer_candidate,annotation-only,literal-or-annotation:decimal,False,False,False,,common/models/TransferCandidate.php:38,finance.TransferCandidate.transfer_candidate,ExactDecimal,preserve decimal string; reject loss of precision,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_candidate,transfer_confirmation_id,declared,string(128),False,False,True,console/migrations/m200721_082533_candidate_bank.php:21,common/models/TransferCandidate.php:23,finance.TransferCandidate.transfer_confirmation_id,UnverifiedReference,name-shaped reference only; no PK/FK/ORM evidence; HOLD before joining,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_candidate,transfer_cost,declared,"decimal(10, 3)",False,False,False,console/migrations/m170428_113508_invoice.php:34,common/models/TransferCandidate.php:34,finance.TransferCandidate.transfer_cost,MoneyDecimal,exact coefficient/scale and currency; snapshots immutable; unresolved currency HOLD,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_candidate,transfer_file_id,declared,integer(11),False,False,False,console/migrations/m200810_100835_transfer_file.php:28,,finance.TransferCandidate.transfer_file_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_candidate,transfer_id,declared,integer(),False,False,False,console/migrations/m170227_122635_company_transfer.php:32,common/models/TransferCandidate.php:14,finance.TransferCandidate.transfer_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_cost,candidate_id,declared,integer(11),True,False,False,console/migrations/m240812_080436_transfer_rate.php:23,common/models/TransferCost.php:12,finance.TransferCost.candidate_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_cost,company_id,declared,integer(11),True,False,False,console/migrations/m240812_080436_transfer_rate.php:23,common/models/TransferCost.php:13,finance.TransferCost.company_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_cost,created_at,declared,dateTime(),False,False,False,console/migrations/m240812_080436_transfer_rate.php:23,common/models/TransferCost.php:15,finance.TransferCost.created_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_cost,transfer_cost,declared,"decimal(12,3)",True,False,False,console/migrations/m240812_080436_transfer_rate.php:23,common/models/TransferCost.php:14,finance.TransferCost.transfer_cost,MoneyDecimal,exact coefficient/scale and currency; snapshots immutable; unresolved currency HOLD,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_cost,updated_at,declared,dateTime(),False,False,False,console/migrations/m240812_080436_transfer_rate.php:23,common/models/TransferCost.php:16,finance.TransferCost.updated_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_file,admin_id,declared,integer(11),False,False,False,console/migrations/m240925_160159_request.php:23,common/models/TransferFile.php:24,finance.TransferFile.admin_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_file,bank,declared,string(100),False,False,False,console/migrations/m240901_080701_kfh_transfer.php:15,common/models/TransferFile.php:16,finance.TransferFile.bank,SourceText,synthetic replacement; semantic review before import,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_file,currency_code,declared,char(3),False,False,False,console/migrations/m240214_084103_multi_currency.php:248,common/models/TransferFile.php:19,finance.TransferFile.currency_code,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_file,error,declared,string(),False,False,False,console/migrations/m240925_160159_request.php:19,common/models/TransferFile.php:22,finance.TransferFile.error,SourceText,synthetic replacement; semantic review before import,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_file,status,declared,tinyInteger(1),False,False,False,console/migrations/m240925_160159_request.php:18,common/models/TransferFile.php:23,finance.TransferFile.status,SourceEnum,explicit per-domain mapping; unknown value HOLD; never grants,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_file,transfer_amount,declared,"decimal(12, 3)",False,False,False,console/migrations/m200811_144021_transfer_amount.php:15,common/models/TransferFile.php:18,finance.TransferFile.transfer_amount,ExactDecimal,synthetic balanced amounts; currency/scale validation; counter overrides apply,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_file,transfer_file_created_at,declared,datetime(),True,False,False,console/migrations/m200810_100835_transfer_file.php:21,common/models/TransferFile.php:20,finance.TransferFile.transfer_file_created_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_file,transfer_file_id,declared,primaryKey(),False,True,False,console/migrations/m200810_100835_transfer_file.php:21,common/models/TransferFile.php:15,finance.TransferFile.transfer_file_id,SourceRef,namespace by system/table; exact join; no email matching,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_file,transfer_file_s3_path,declared,string(),True,False,False,console/migrations/m200810_100835_transfer_file.php:21,common/models/TransferFile.php:17,finance.TransferFile.transfer_file_s3_path,DocumentReference,substitute bytes; private owner/type/version; unsupported type HOLD,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_file,transfer_file_updated_at,declared,datetime(),True,False,False,console/migrations/m200810_100835_transfer_file.php:21,common/models/TransferFile.php:21,finance.TransferFile.transfer_file_updated_at,TemporalValue,preserve source unit/zone; zero/ambiguous value HOLD; see time overrides,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_file_entry,ABA_routing_code,declared,literal-or-annotation:string,False,False,False,console/migrations/m210628_060232_transfer_file_entries.php:21,common/models/TransferFileEntry.php:51,finance.TransferFileEntry.ABA_routing_code,SourceText,synthetic replacement; semantic review before import,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_file_entry,BIC_code,declared,literal-or-annotation:string,False,False,False,console/migrations/m210628_060232_transfer_file_entries.php:21,common/models/TransferFileEntry.php:49,finance.TransferFileEntry.BIC_code,SourceText,synthetic replacement; semantic review before import,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_file_entry,IBAN,declared,literal-or-annotation:string,False,False,False,console/migrations/m210628_060232_transfer_file_entries.php:21,common/models/TransferFileEntry.php:50,finance.TransferFileEntry.IBAN,SourceText,synthetic replacement; semantic review before import,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_file_entry,beneficiary_address_line_1,declared,literal-or-annotation:string,False,False,False,console/migrations/m210628_060232_transfer_file_entries.php:21,common/models/TransferFileEntry.php:34,finance.TransferFileEntry.beneficiary_address_line_1,SensitiveText,replace; never copy free text or destination; no identity joins,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_file_entry,beneficiary_address_line_2,declared,literal-or-annotation:string,False,False,False,console/migrations/m210628_060232_transfer_file_entries.php:21,common/models/TransferFileEntry.php:35,finance.TransferFileEntry.beneficiary_address_line_2,SensitiveText,replace; never copy free text or destination; no identity joins,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_file_entry,beneficiary_bank_address_1,declared,literal-or-annotation:string,False,False,False,console/migrations/m210628_060232_transfer_file_entries.php:21,common/models/TransferFileEntry.php:37,finance.TransferFileEntry.beneficiary_bank_address_1,SensitiveText,replace; never copy free text or destination; no identity joins,PROPOSED; runtime schema and semantic acceptance unverified
finance,transfer_file_entry,beneficiary_bank_address_2,declared,literal-or-annotation:string,False,False,False,console/migrations/m210628_060232_transfer_file_entries.php:21,common/models/TransferFileEntry.php:38,finance.TransferFileEntry.beneficiary_bank_address_2,SensitiveText,replace; never copy free text or destination; no identity joins,PROPOSED; runtime schema and semantic acceptance unverified
